h,2009,2010,2011,2012,2013,2014,2015,2016,2017
2678.0,61398.93922232497,61865.68825680986,48287.00294817755,59718.77688938766,66419.5472489213,65317.9060266087,64335.3909622987,64810.40006622671,58440.52259528808
2679.0,61715.61737627331,62461.536666730106,49254.54909327863,59430.663411865324,66211.77443875806,64682.20122006489,63613.15091871978,64208.41413589972,58893.05348834824
2680.0,61867.49363377915,64012.68551646814,50560.736389165075,59733.29423515429,66621.67405880836,64532.68344956579,63117.05655874386,63905.882876195355,59357.32456967175
2681.0,61867.49363377915,64872.995630066755,50665.01636258152,59076.66351894059,66622.8032588636,64132.95226721104,62970.36746667705,63842.30003517274,58714.8160847137
2682.0,61146.88926305996,64214.539959683876,50969.25587265219,57249.711390155535,65632.49481042252,63613.20001738082,62369.349658903346,63816.66179282491,57617.64212701123
2683.0,60435.97912154326,63711.523004932365,51669.114250941966,55671.787577213436,64004.18833077368,62538.096048553925,61497.36450050624,62742.93220329789,56373.18217109579
2684.0,55879.6913963681,59997.18536265779,49422.25709176281,52960.394075569115,59236.70569757161,58317.016133103025,57151.7001480272,58679.783556014154,54425.37820922128
2685.0,49934.97462207928,54601.08717209382,44933.918029766166,48528.136741126655,53503.75701714364,53136.78480553882,52302.81071581899,53996.18944391298,51233.114291431324
2686.0,45649.04817799607,50688.13339317917,41386.24883106223,45252.80019239404,49533.489622937464,49481.22788598929,48794.49659722128,50098.15107734926,47799.64286932157
2687.0,43494.77502188488,48681.462751799205,39690.892974590686,42729.01546681078,47045.86190125481,47178.45079476499,46900.781165608874,47917.87494808999,44917.960295589415
2688.0,42341.161746787344,48358.71152975907,38764.198777838326,42144.97147943023,45926.82464651695,46251.84746874673,46006.385173701565,46991.821634486456,43856.006902677014
2689.0,42935.74113787403,48949.16276205323,38437.383191048626,42435.31839476281,46553.53067717236,46670.90407722041,46637.96320898919,47449.207877971705,43820.78633788695
2690.0,44533.134683130476,50735.62855628875,38952.33275049686,42859.67157871044,48010.19874842548,48366.45593723406,48318.77572225464,49257.216728340514,44067.33029141737
2691.0,48639.1793186784,54263.22385270064,40553.084095002974,42749.116407103036,51919.489339648964,52402.41861301941,52325.221549329195,53271.13995031642,44066.263001575244
2692.0,56718.78079067341,59900.036165388185,42606.43202516192,41618.996875116194,59855.50732784038,58914.07008740897,59583.275583884555,60447.796748320354,43287.14141682544
2693.0,62323.122406296665,64626.88433031709,46501.3427848299,44147.24847631995,66526.82125416862,64591.676855613056,64762.21547324307,65780.55115666852,44831.50981837745
2694.0,64855.47050130537,65994.52914076809,50878.95156577609,48703.46160923133,69834.24821595187,68024.48281094963,67457.62753997058,68298.22655522519,48785.81868344324
2695.0,64811.30790160508,65112.63031666511,54271.813381263855,53076.53284170215,69947.16822147537,69096.53539670512,68290.90307685005,68916.62096065481,52204.34804776328
2696.0,66126.49166341097,64435.824242353534,56311.18564488245,55632.70241553405,70184.30023307471,70415.75001124483,69367.6417595904,70035.473856714,55127.654925338225
2697.0,67639.86855557907,64697.04763945625,57507.71771099078,57863.906787974476,70052.18382661222,71856.00282095048,70238.60824373705,70797.44241929144,57664.602880064645
2698.0,66396.85294450293,63044.43185034774,57516.318121169454,57354.68296723732,69571.14460308211,71291.49695273959,69122.14126522861,69753.4531908879,57220.610305741466
2699.0,65566.38064282206,61129.5132286113,55607.02706150334,55140.22937837378,68906.04577054872,70332.34554062628,68379.52773664042,68198.75017491562,55538.561514555586
2700.0,63583.37220262171,59525.472038137596,54156.78289512406,52567.309020964996,68504.05055088506,69142.30614277627,66816.88143642878,66335.36272107551,53780.735144578975
2701.0,62561.16959004695,58584.20426014764,53131.18398131692,52150.77286935325,68009.46092669215,67511.8504549527,65406.017599536266,64670.928027854534,52730.521939929924
2702.0,61299.842657143854,58217.19618157358,52451.7515772015,51165.8267950327,66418.41804886606,65684.07199517793,63575.45997145262,63780.76825353795,52525.6022902423
2703.0,61047.79269787884,59329.01477254795,53080.656571517204,51506.42606109593,66261.4592411884,65371.81379420362,62937.76989066221,63469.00722658837,53885.32954910703
2704.0,61470.03023647663,60597.35151467891,53037.65452062382,52639.89574979815,66425.19324919747,64918.174844253954,62891.92954939134,62987.00827044921,55684.78022292644
2705.0,61031.63564920801,61247.17170086004,52109.885272599124,52465.68760059859,65536.51280572754,64707.62941232664,62961.19939842288,62161.456866849156,56006.03446540547
2706.0,60629.86370559327,60981.63056165646,51293.92135689722,52387.51727723982,64314.7183459633,64054.633435044845,62483.441174955304,61343.08417110649,56099.955971512296
2707.0,59806.9313599588,60971.915641929496,50960.655462473514,52628.728560746895,63035.334683382076,62955.118401646665,61720.45416135784,59802.738570849004,56594.11116841526
2708.0,55745.049324111154,57812.407859616884,49093.29140242845,51493.02543423443,58990.54008553039,58936.446896599315,57530.64696919978,56374.392804097486,56071.13914577498
2709.0,49871.423563974,52779.00000552611,45083.35015662066,47322.08032359129,53422.45461316672,53750.11280289229,52351.70707984126,52121.52116343982,52806.299518720654
2710.0,45841.85562546802,48306.898624548616,41013.20603956215,44212.018172817225,49331.3628130504,49686.68767946425,48802.645991225,48035.81086289,49993.9907847265
2711.0,43622.954274673495,46520.4328303131,38529.8376004694,42858.554859805314,47130.551905397435,47589.37038171491,46810.11915731759,45802.20718954725,48147.579357853676
2712.0,42961.592415747364,45857.659417829345,37293.52863728469,42806.06907126443,45943.76264734547,46614.962054244555,45905.536422905636,44259.81052990194,47647.02042189798
2713.0,43361.21008620599,45746.47755873191,36702.250437500705,43569.904802370154,46456.41947242215,46696.33226948216,46381.25729787228,44304.93383643411,48512.59248385975
2714.0,44876.74125153021,46155.58362278947,36925.861102146286,45712.88838130568,48693.36478184264,48310.513914258205,48011.13609861454,44850.51563359588,50778.44881868692
2715.0,48629.4850894759,46452.42839222438,37204.299381680925,50147.379153558395,53235.00740399771,52298.67158859146,52104.16923697853,45349.94859453157,55921.71856787775
2716.0,55587.78738371503,46622.979205208794,36836.63184654252,57610.411596511025,61392.34860301518,58860.16231981406,59433.53046906636,46110.8916274151,64281.799901227365
2717.0,60990.7044592419,48744.070012261844,39517.80971974482,64435.797544637084,67397.43449675478,64897.83229044455,64928.25937606869,49323.876158444866,69444.28086757641
2718.0,63157.90325428975,51767.568918397,43687.93360513045,69273.42384164005,69983.30262324288,68193.32600756767,67580.8871242767,53638.27958073731,72267.2624999918
2719.0,62432.990337258336,53330.59155891243,46887.286191597996,71682.18651999539,70982.64467212584,69572.55115584513,68293.95909960144,56957.91919993404,72774.22517500023
2720.0,63021.10690887669,53464.44156403944,48561.141022622855,73117.17031308146,72626.75995254796,71045.35205164582,69240.30747828243,58814.12794591677,73705.96920717364
2721.0,63469.19572534782,53165.4379235541,50713.39366983657,74079.7820092995,74400.7332393221,72596.47177961272,69924.85657459417,59825.3002241151,74669.73193461073
2722.0,62297.27112842333,51401.64027534815,49471.7094502902,72586.72883314692,73936.63201662053,71702.4165396895,68951.00399115068,59070.510369395044,73905.55240765064
2723.0,60864.67947960939,48817.47162797666,46741.0792185605,71755.88996773367,73254.5951832586,70809.37842745676,67630.80216254944,57055.34452085579,73275.85140079806
2724.0,58876.28535651876,46763.30582348711,44983.37038829355,69875.3353315026,71848.74111449106,69307.08082863242,65911.28002776636,55340.658872633074,71956.681155934
2725.0,57653.735340425665,46393.0594383374,43927.67003886105,68357.71433943727,70210.27183434511,67785.45780368916,64277.32653002225,54533.56700352346,70640.71278059632
2726.0,57032.227534887585,46355.27919495477,43251.46278856263,65793.7277332695,68020.7529272445,66040.06668684247,62647.44772927999,54004.39368146429,68808.17612167109
2727.0,57421.07383956566,48239.97362198511,44292.11242018246,64594.37162916488,66927.68727377703,65215.17612987122,62080.046171771595,54722.264467203466,68308.68447555751
2728.0,58105.05556663096,50745.34347601571,45692.90422803434,64076.21405718673,66719.9144636138,64823.581969040235,61558.48495553408,55707.798503053964,68036.52556581615
2729.0,57818.53723686817,51828.0173078092,45998.218789377344,63744.5485423645,66211.77443875806,64494.032597327925,60948.29907950619,54839.17485230956,67751.5591779693
2730.0,57539.558863151775,52054.69876810494,46643.24955277806,63486.58647528055,64969.654377999585,63789.163107832144,60206.70422516847,53332.6717319512,66845.43010200687
2731.0,57430.76806876816,52822.17742653483,47526.94169863704,61853.943435987305,63844.97112298555,62859.50839874248,59125.89084542626,52491.737382942454,65366.166380824354
2732.0,54511.7279422375,51195.46809003155,45846.63655997818,57958.82789491013,58689.04367078265,58692.33625088649,55581.92312806231,50846.78775390583,61345.68554554694
2733.0,49217.60166109425,47051.515108720276,42106.533183526364,52619.79480950589,52678.311776766874,53693.15365222596,51173.10097205451,47680.977588796064,56409.47002572797
2734.0,45151.41107893438,44155.38959456082,39192.06918422746,48367.3292187886,48088.1135522367,49735.50980860681,47502.81764763305,43978.81539376974,52783.88643203607
2735.0,42572.7461110693,42119.57419399998,37236.55091985096,46411.95441591414,46124.43465618307,47704.30581073803,45359.52702465698,41988.2622578844,50673.854414158865
2736.0,41261.87089557564,41082.23665426564,36421.662055421395,45749.74010517482,45367.870619175636,46486.80396524532,43829.478300460185,41116.562018058255,49832.830018565925
2737.0,40757.77097704562,41629.51046555108,36003.46711048326,45938.465600141,45826.325841601036,46653.61290648242,43468.86761579596,40968.88574213477,50392.089895838384
2738.0,41177.8542424873,42001.91572175123,36633.44715607129,47722.98241053129,47618.36632925894,48293.222743520215,43753.077731675396,41141.17473071217,52080.542426077
2739.0,42038.48636835372,42372.162106900956,37368.78222634811,51405.921359634645,52339.55176019638,52068.80073054522,44520.13944227472,41084.77059754695,56343.298055516345
2740.0,42761.245012229025,41284.091097481374,37177.42309987256,58104.00135257642,60717.086969984666,58344.478580745716,45870.90149838987,40116.670566492976,64257.25223485853
2741.0,46066.97717028164,41618.716110298905,39353.32687507764,64532.95208938299,67461.79889990318,64381.13142368574,49371.066222983856,42266.180804934855,69878.66783332048
2742.0,49482.57725929593,43262.69641520567,43515.925401556924,69442.04839631397,70692.44025793044,67917.68440345027,53770.72031073749,46103.7129195577,72554.3634675229
2743.0,51595.91922544101,45491.7307747805,47056.06924135452,70583.33511735206,71914.2347176947,69171.8028457999,56881.751471654265,49706.39873427445,73506.38600669663
2744.0,52809.85214890966,45818.7997389215,49536.21252663027,71829.59341547194,73635.1356018728,70799.20715055206,58713.32777398838,52364.57170089723,74760.45157119118
2745.0,53695.25841607136,47201.556646725556,52058.28281152707,73336.04721848603,75374.10368693466,71948.56144078326,59514.00573485301,54863.78756496347,75872.56758668336
2746.0,52306.829366957696,46017.415875561586,51076.76099988564,71155.09519677624,74871.6096623551,70982.29013483667,58607.38565194013,53865.94717278602,75144.67591435547
2747.0,50562.94524708569,43299.397223063075,48713.79830329436,70253.90304034008,74169.24722799893,69095.51826901465,56782.94006935927,51958.46194210764,74903.46841003565
2748.0,49178.824744284255,41505.37538015103,46989.416062469776,68422.48403593454,72606.43435155373,67407.08630283429,55113.33297284892,50276.59324409014,73709.1710767
2749.0,48167.39349749005,42018.1072546295,45748.80689419574,67312.46544423995,71084.27267709699,66020.74126072355,54131.33099540171,49469.50137498052,72758.21582736839
2750.0,48350.5067157595,42707.8665552437,45347.81276961496,65520.131601513785,69296.74898966002,64540.82047108955,53453.912618843206,49220.29765935964,71659.9745798238
2751.0,50097.622245365674,45213.2364092743,46527.144015365935,65034.35887778427,68648.58815795514,63837.98523697471,54159.8538744147,50449.90776236146,71043.0810510767
2752.0,51044.42529747654,48289.62765614513,48324.62974270926,64697.109768436414,67945.09652354375,63165.66383357398,54638.63077213274,51783.096364448495,70616.1651142275
2753.0,50899.01185943904,49907.70150844667,48939.55907048461,64421.28019887045,67156.91488498973,62588.95243307743,53973.436486579805,51983.074654761556,69811.42857326673
2754.0,50609.26211994208,51463.16810028557,49624.3667309617,63775.81667170801,65429.23880048022,61706.085597749385,52888.54840983574,52228.17625160679,68302.28073650478
2755.0,50741.749919042915,53104.9895341419,51073.53584606864,63138.17017688144,64010.963531105095,60670.64960885083,51775.137454078686,52804.52393958595,66812.34411690105
2756.0,48456.06610040895,52066.57255888234,49509.336244821905,59417.26278500382,58663.07206951224,57097.480032229374,49620.64141434751,52137.92963854243,63036.2726554698
2757.0,44527.7490002402,48117.9974076355,45411.24079468269,54129.598769235345,52200.660153402474,52688.23149404151,46043.05744671827,48836.74955383614,58276.15995960114
2758.0,40569.27207588589,45668.75820091623,42419.37310377571,50432.142474365355,48249.58916013529,48700.073819708254,42593.82643464747,45727.34352189159,54406.16699206307
2759.0,38153.25473130719,43789.460951511974,40794.970631278244,48521.4364276959,45824.067441490566,46296.60108712741,40129.65342277526,44295.70406918889,52453.02658097794
2760.0,37120.280752951876,43803.49361333981,40042.43474064407,48037.89714177663,44388.85417128691,44770.90955142227,38815.563639676824,43842.4199444793,51774.2302413877
2761.0,36586.021010236305,44366.95895750351,40186.4916111369,48543.77080579841,44738.906188409754,44448.48007354325,38515.05473578997,44704.890417060225,52453.02658097794
2762.0,36741.12867747631,45589.95940757533,42148.46018314741,50197.631504289035,46386.409068997586,44661.0597608515,38826.76905643193,46795.94546294905,53952.56880916078
2763.0,36896.236344716315,49310.77366300121,47116.27211260525,53362.41288141424,50771.092883474994,45439.16244406112,39194.5104608494,51252.89751269542,57833.23467512008
2764.0,36318.89113887851,56993.11629597655,55795.16103416188,59270.9726084324,58822.28927730038,46839.747273838446,39103.84845255811,59627.37299318986,65281.850483296636
2765.0,38925.561657773054,63874.51776924026,63157.11214710871,65238.7184374222,65391.97519865747,50480.04727803092,41360.21191733567,65978.47838759374,70595.88660722715
2766.0,42557.66619897651,67172.19329878075,67671.25243964138,69679.90952310567,69509.0386000442,54721.46974729123,45278.03308461987,68907.39119340958,73299.33177732477
2767.0,45169.72240076133,68397.35261990299,69556.89237131613,71920.04764678709,71322.53388875157,57750.47600951118,48765.9737182083,70159.5629496775,73742.25706180581
2768.0,46574.308498545826,69584.73169764261,71604.86504511342,73551.57396717521,73128.12477707228,59389.06871885851,51371.74245089498,71782.97645514194,74803.14316487609
2769.0,48545.468436387564,70617.75149527608,73652.83771891068,74653.77552653392,74635.60685081099,60204.80512661552,53486.510194858056,72990.02490487766,75807.46290631386
2770.0,47620.208115837806,69337.54096236773,72813.22267521742,72954.12935293316,74788.0488582677,58938.48115198025,53103.48867668362,72335.7369601611,75014.46655361645
2771.0,45209.57645414939,68481.54859086998,71770.42294105292,70937.3350102768,73471.40159386372,56901.17438796865,50944.917939950596,71872.19753851238,74335.67021402622
2772.0,43305.1989841471,67479.83242346783,70342.75485139267,69660.92530171854,70864.07866632617,55048.9848636226,49262.06807818422,70484.65586264794,73268.3803719032
2773.0,42709.542456482355,66234.16382736644,69047.31806822958,68744.09908061063,68898.14137016206,54081.69642998554,48414.531101798246,69207.87139372612,72525.54664178558
2774.0,42811.870431397634,64896.74321162155,67463.76754408082,67006.4844642356,67836.69331824119,53326.98768365673,47791.10246051433,67540.3601114234,70920.34271923255
2775.0,45216.039273617724,65125.58354296773,67222.95605907789,66137.6771560481,67617.6285075256,54118.313026842465,48794.49659722128,67093.2291648773,70580.94454943742
2776.0,47163.50220674223,64970.14482733636,66983.21962534728,66458.17548181907,66476.00725168304,54900.48422081397,50546.61630801921,67047.08032865121,70143.35571416699
2777.0,48257.872970046716,65452.65250710873,66356.46473357626,66911.56335729995,65377.29559793941,54486.51325079264,51027.43055423818,66675.83857945466,69489.10704094559
2778.0,49331.77813836814,64330.039560882185,65098.65474494486,66787.60755883105,63597.67631088909,53663.656949202326,51681.41942303601,65456.48377339197,68118.70688365963
2779.0,50534.939696056244,63679.139939175824,63948.34988354692,66120.92637247122,60548.836161754654,52655.68340794646,52126.58007048874,63568.48360689794,66668.25998821444
2780.0,48812.59830774535,59535.18695786456,59390.13248884853,62726.10090089019,56181.09034810577,50387.48865819815,51090.58835776694,59953.49143585423,63185.69323336703
2781.0,44694.70516983882,54196.29885013714,54095.50497260099,57884.007728266726,51281.491308441204,46828.55886924327,47496.70560213026,55182.72729977045,58185.44032302067
2782.0,41237.096754280356,51162.005588749795,50143.61649549928,53078.766279512405,47719.99433423009,43460.84908609679,44537.456904532606,51544.147945766745,54382.68661553635
2783.0,39712.94849633169,49759.818841491826,48033.2908479066,50431.02575546023,45492.08262525148,41241.47646549103,43001.29613483303,49618.20318059793,52396.46021934542
2784.0,39022.503949798054,49015.00832909152,47144.22344568595,49532.067036834334,44192.37336167603,39871.40546642781,42372.774122296796,48670.61374342221,51489.26385354085
2785.0,38773.68540026721,49358.26882611079,47401.1606997739,49187.0008951506,44198.0193619522,39177.7243815272,42940.175679805194,49200.81259517529,52199.01159855266
2786.0,40289.216565591436,50838.17493118445,48973.96071119931,50852.02878269248,44474.67337548477,39481.84556097777,44985.67357473673,50723.724190636254,53756.187478210144
2787.0,44953.21794857216,54174.71013963278,52619.45957568569,55278.70252260932,45043.790203323195,39883.610998713455,49850.86179495236,54725.34105628521,57569.614084115696
2788.0,54510.65080565944,59952.928506123855,59394.432693937866,63249.842067393976,46177.50705877911,39910.05631866567,58712.30909973791,62091.72084766306,64912.56819792207
2789.0,61326.77107159524,65153.64886662339,66247.88455507047,70153.3983388788,49985.169645031456,42001.270850272194,65229.78695420601,67749.56816898168,70396.30340675014
2790.0,64915.79014967648,67434.49613140868,70229.87446779755,73399.70019607816,54666.83307403566,46003.66831227203,68716.70891354397,70745.14040490187,73011.16351995154
2791.0,65074.12922665065,66759.84892814753,71908.02950391175,74537.63676040088,58348.02525410169,49276.7852202048,69916.70718059046,71869.12094943064,73578.96171596099
2792.0,66225.58822859208,66601.17190594051,73940.95145989633,76612.50048612375,60972.28618246777,52383.09318690048,71375.44870725478,73148.9820074342,74814.88335313945
2793.0,67559.0833122249,67173.27273430597,75500.85085605373,78821.37048046167,62181.65944162443,55204.605400264525,72801.59265790426,74195.02229522557,75889.64422415732
2794.0,66508.8751486207,66883.98401354758,74214.0144830693,78284.22868709639,60859.36617694428,54781.48028102897,72279.01276741626,73263.84133315246,75010.19739424797
2795.0,65577.15200860261,66642.19045589879,72732.59382979233,78275.29493585539,58733.08247293681,52329.18541930556,71484.44685205442,72632.115041702,74360.21788039504
2796.0,64207.0342813159,65535.769042550506,71402.75540591452,76807.9262945207,56621.47836964741,50650.9247300299,70418.91358606916,71084.59073358712,73258.7747633241
2797.0,63195.60303452169,64829.81820905804,70361.03072302237,74888.28649661024,55335.31950673477,49555.47820739361,69285.12914530284,70249.80956274184,72271.53165936029
2798.0,61927.81328215026,62734.63385461022,68875.30986465605,72606.82977343918,54328.07305746517,49340.86426470442,67446.42212321548,68698.18313585132,70953.42870433837
2799.0,61675.76332288525,62743.269338811966,68288.3318699614,70705.05747801073,55195.298699885636,50913.343674171185,66875.96454295568,68055.1760177678,70594.81931738503
2800.0,61777.014161222476,63431.94920390094,67777.6825156025,69873.10189369235,55902.17793446273,52536.67946816146,66609.07188933414,67347.56052896775,70107.06785953481
2801.0,61279.37706216079,64033.19479144728,67468.06774917015,69244.38915010678,55076.732694085964,52665.85468485116,66003.97938455858,66995.80384395555,69332.21543415349
2802.0,60413.359253404094,63756.85929699151,66079.10150531396,68487.25373243181,53067.885795822935,52877.41724446895,64519.77100163266,65700.5598405433,68007.70874007883
2803.0,59278.0573001335,63349.91210398439,64578.329929134954,67503.42437701639,51972.56174224501,53039.140547253686,62698.38144180319,64355.06488212929,66780.32542163736
2804.0,54607.59309768445,58918.829272965166,60616.76599058222,63185.072370896705,50340.86766243047,51913.18019390329,58657.30069021286,60692.89834516558,62898.592265835934
2805.0,48453.911827252836,53082.32138811233,55232.90921873092,57722.083487023556,46555.78907728283,48090.814333116665,53562.910763642845,55958.02774836876,58065.9038607029
2806.0,44910.13248544993,50177.56038975113,51178.89087075742,53547.788219665046,43827.64174383513,44949.92402494501,49995.51353851824,52694.79226233725,54366.67726790451
2807.0,42845.26166531736,48672.827267597466,49054.5895566244,50906.74800904362,41324.20522137918,43525.94525828687,48079.38727339562,50867.29834778409,52237.43403286909
2808.0,42000.78658812177,48286.38934956948,47651.647646227844,49652.67267858787,40555.21998376417,43111.97428826554,47193.14067549202,49920.734440302294,51396.40963727615
2809.0,42522.12069190068,48360.87040080951,47664.54826149586,50198.74822319416,40262.75716945831,43562.561855143795,47792.1211347648,50431.44822787102,51962.073253601346
2810.0,44229.3821681188,50168.924905549386,49228.747862742595,52208.84225241977,40514.568781775706,45465.607764013344,49408.757170251025,51858.985561798065,53736.97626105193
2811.0,48934.31474106563,54094.831910766654,52963.47598283274,55761.12508962346,40636.52238774108,50176.943226270836,53424.371065579755,55490.386207944386,57519.451461535915
2812.0,57544.94454604205,59754.31236948377,59363.25620704017,63409.5328708269,39917.22195255641,58861.179447504524,60991.08339802568,62796.259747381366,64523.00740554717
2813.0,64166.10309134979,64888.1077274198,65563.07689459338,70154.51505778394,42419.529274957116,65532.51996929789,66568.32491931558,68559.73662717304,70011.01177374374
2814.0,66940.806916421,66561.23279150746,69263.40337396882,74312.05954156557,46471.099073140205,69265.37859332316,69398.20198710433,71633.24911983062,72604.52609010268
2815.0,67370.58441106518,65687.96945160622,70922.20748718099,75972.62055348694,50198.58845547086,70224.53000543645,69870.86683931958,72325.48166322197,73268.3803719032
2816.0,68609.29147582912,65836.93155408629,72243.44550088012,78198.24133140173,52400.52856317907,71693.26239047527,71012.80067408962,73384.85383703421,74439.19732871215
2817.0,70018.18611992583,66312.96262070735,74028.03061295544,79681.24403740819,55169.32709861523,72888.38742677764,72347.26394219734,74478.06849074559,75205.51143535647
2818.0,69114.46853093719,65279.94282307388,73309.89636303596,78945.32627893059,54306.618256415706,72196.74059725797,71643.36003512678,73597.13848367422,74222.53749076117
2819.0,68501.57781802355,64551.323843551836,72430.50442226633,76072.0085360431,51625.89732528787,71543.74461997616,71049.47294710632,72683.39152639765,73042.11492537311
2820.0,67373.81582079934,63315.37016717742,71260.84863796637,73381.83269359617,49758.200433929225,70179.77638705577,69879.01623332329,71524.54297227584,70805.07541628326
2821.0,65801.19641683818,62457.21892462924,70536.26408041289,71969.1832786126,48935.01359366292,69001.9425214914,68341.83678937325,70251.86062212966,69382.37805673327
2822.0,63886.04758105533,61681.104781997616,68287.25681868907,70113.1964582943,49248.93120901825,67077.53693112197,66738.44351914305,68644.85559176783,68257.45456313562
2823.0,63964.67855125339,62200.31326962739,68194.80240926829,68820.03596615915,50944.98969198118,66614.74383195808,66129.27631736564,68614.08970095044,68179.54240466063
2824.0,63710.47431883227,63386.612911841796,67684.1530549094,67927.77756096401,52944.80298980232,66332.99946169787,65689.20904116523,68417.18799971911,67553.04326733442
2825.0,63055.57527937447,64126.02624661601,66909.04108755621,66827.80943941555,53081.43619648576,65960.7307269858,65149.31168841936,67543.43670050515,66596.7515687922
2826.0,61495.88151434997,63640.28026026799,65643.70574001847,65497.79722341128,52809.29898317413,64576.419940256004,63916.71584535803,66106.66959933289,64890.15511123749
2827.0,60280.87145430326,62387.05561549008,64382.67059757007,64304.024713832296,53096.11579720381,62931.72446476585,63276.98841606669,64997.0464705189,63661.70450295389
2828.0,55790.289060389485,58386.66755903277,59991.08615008353,60005.77364800487,52174.68855213207,58711.661677005424,59855.26160875842,61473.32644223346,60507.86301948037
2829.0,49843.41801294455,52911.770575127906,54082.60435733298,54252.437848799134,48041.81634997206,53488.710986441474,55111.29562434799,56726.14948910968,56114.89802930202
2830.0,46074.51712632803,49427.35269972473,50490.85805646333,49561.10172836759,44767.13618979063,49648.03682722639,50989.73960697101,53113.2083774538,52477.57424734677
2831.0,44212.14798286991,47938.81111044934,48484.812382287106,46682.20039095447,43255.137315830994,47582.25048788162,48941.18568928809,51069.32769748497,49916.07862625152
2832.0,43300.890437834874,46939.25381409762,47741.95195310395,45689.437284298045,42699.570888655384,46542.74598822118,48198.5721606999,50078.66601316491,48786.88597328536
2833.0,43516.317753446,47201.556646725556,47480.71449392666,45454.926314221724,43371.4449215202,47023.84738581353,48877.00921150886,50522.720370629286,48718.57942338949
2834.0,45195.57367863467,48445.0663717765,48966.435352292974,46238.862985619715,45471.757024257255,48548.52179382821,50450.8609284756,52036.40219884503,49148.697229765065
2835.0,49386.71210384898,52005.044733944924,52289.41883507899,47845.82149009507,50099.21885061019,52559.0562773518,54010.1087595965,55436.03313416699,49659.929064141994
2836.0,57119.475597710094,58523.75587073544,59013.86454353145,50181.99743961728,59034.578887684555,60471.29258151869,61012.47555728542,62234.269475116984,50330.18708499525
2837.0,63524.12969082865,63869.12059161417,65221.210589990995,54380.86052288855,66040.13603036234,66773.41575167142,66153.72449937677,67549.58987866863,53176.64909393735
2838.0,66630.59158194099,65452.65250710873,69105.37083693563,59230.770727847885,69506.78019993372,69824.7988230817,68547.60898796696,70272.37121600793,57043.44019194905
2839.0,66812.62766363237,64978.7803115381,70824.37782139855,63324.66223403737,70852.7866657738,70551.02799407735,69216.87797052175,71033.31424889146,59850.412476732585
2840.0,68047.0261820841,65170.91983502688,72336.97496157323,65871.89805662827,71910.84711752899,71712.5878165942,70313.99013827139,72186.00962484979,60933.711666487456
2841.0,69483.92637721026,65899.53881454891,73103.48651874774,66949.53180007421,73243.30318270625,72755.14369932606,71319.42162347925,73275.12215978552,61679.747266131446
2842.0,68573.74596875328,65066.214589080744,72581.01160039316,65636.27036764682,71460.29629549023,71942.45867464045,70400.57744956082,72580.83855700634,60387.25926732046
2843.0,67664.64269687436,64368.89923979002,71185.59504890295,63274.40988330673,69553.07740219835,71168.4245021927,69497.01338939932,71545.05356615409,58296.438466601474
2844.0,65841.05047022624,63540.97219194794,70193.32272453817,60611.035294582805,68121.25173216041,69841.07286612922,68385.6397821432,70193.40542957663,56140.51298551297
2845.0,64376.144724070626,63191.23508177736,68127.07417911122,59080.013675655966,66978.50127626261,68879.88719863498,67261.02340963105,68912.51884187915,55107.37641833789
2846.0,62735.665715691954,62649.35844811801,66649.95373092359,57159.25715884039,65632.49481042252,67088.72533571714,65485.47419107245,67314.74357876253,54366.67726790451
2847.0,62799.216773797234,63301.337505349584,66812.2864730461,56385.37095758853,65106.28758468302,66412.33542155453,64593.115547666064,66769.16178160075,54941.94649280882
2848.0,62934.93598263224,64390.48795029438,65935.04463482113,56235.73062430173,65508.28280434667,66045.15232529482,64548.29388064565,66224.6055141329,55428.63066081692
2849.0,62368.362142575,64610.69279743882,64471.89985317383,55395.95800764748,65373.907997773706,65843.76104258174,64301.77471203339,65656.46206370502,55166.07735965466
2850.0,61043.48415156662,64171.36253867516,62855.02273958271,54476.89834872932,63768.18551922957,64692.37249696959,63654.9165629888,64338.65640702668,54180.968835375104
2851.0,59761.69162368046,63713.681875982795,62442.20305100625,54531.61757508047,63099.69908653047,63514.53863140522,63143.54208925592,63868.96380721448,54579.06794648699
2852.0,55756.897826469765,59264.24864103488,58959.03692864239,52639.89574979815,59148.62809326329,59394.15435731086,59088.199898159095,60561.630544344705,53041.10328398772
2853.0,49860.65219819344,53334.9093010133,53267.71549290341,48265.7077984222,53534.245418634986,54028.805790081096,54050.85572961506,55893.41937765224,49686.61131019507
2854.0,45469.166369460785,49440.305926027344,48804.102610170456,43816.69968040285,49799.980835972914,49894.181728320145,50292.9664196537,52255.86555334244,46366.27261135035
2855.0,43462.460924543215,48522.785729592186,46247.63068455896,41218.0947881762,47827.268339477414,47780.59038752328,48117.078220662785,50300.180427050145,43901.9003658883
2856.0,42655.68562757957,47722.92400540577,44384.56682960322,39950.61883085894,46944.233896283666,46553.93439281635,46904.85586261073,49756.64968927619,42780.178741817006
2857.0,42884.03858212736,47816.83489609972,43919.06962868237,39822.196156769525,47516.7383242878,46751.25716476755,47103.49734145119,50580.15003348842,42881.57127681869
2858.0,44202.45375366741,49140.22285001679,44040.550422456174,40816.07598233107,49289.58241100671,48372.55870337688,48668.18099016376,52225.09966252505,43215.6329974032
