h,2009,2010,2011,2012,2013,2014,2015,2016,2017
3700.0,53899.91436590192,51394.08422667163,43738.46101493017,37209.07391877624,57259.47640085517,58415.67751907862,46332.36093385002,57988.57654231672,38848.2829634358
3701.0,60475.83317493132,56804.215079063426,48111.76959078702,40320.25278845543,63770.44391934004,64816.462075206946,50230.8272903754,64683.23438418149,41666.9954364827
3702.0,62794.908227485015,59474.738568452354,53221.488288193024,44822.863413920786,67228.05448846954,68192.3088798772,53678.02095394527,67835.71266327039,45257.35846538454
3703.0,63374.40770647892,60338.28698862662,56858.38674250073,48677.77707441345,67584.88170592379,68984.6513507534,55785.6579781551,68678.69807166696,47974.678403429745
3704.0,65034.27517326259,61409.08702964272,58630.071239308025,51415.97182978078,68768.28336381004,70628.32969855308,57400.2566651404,70276.47333478359,50401.69550441749
3705.0,67167.00559781268,62353.59311420832,60069.56489296395,54216.70284383512,70368.359842078,71877.36250245036,58690.91694047817,71383.01987451583,52418.87330603
3706.0,66344.07325217819,61179.16726277132,59160.07151656894,54734.86041581328,70249.79383627833,71343.37046495356,58254.92436127961,70567.7237678549,51963.14054344347
3707.0,65535.14368205845,59366.79501593057,56882.03787049208,52959.277356663995,70153.81183158336,70677.15182769565,56475.300445719164,69000.71439555568,49992.92349488437
3708.0,63866.65912265033,57951.65504236999,54841.59055560116,51151.309449266075,68817.96816624039,69555.25998510713,55169.360056624435,67466.52197346167,48321.547602119725
3709.0,63200.98871741197,56831.20096719387,53814.91659052168,50276.91854655293,67442.60249896419,68701.88985280272,54100.77076788779,66156.92055433463,47661.9624796877
3710.0,61810.4053951422,56423.17433866153,53122.583571138246,49710.74206165439,65188.71918871517,67157.8900186691,53117.75011619012,64810.40006622671,47302.28580289224
3711.0,62282.19121633055,56770.75257778168,53380.59587649853,50590.71655889315,64274.06714397484,66752.05607017154,53494.65958886177,64563.24740999365,47989.62046121947
3712.0,62367.28500599694,57001.75178017829,53980.4744864612,51723.06952869024,63961.278728674755,66525.23659519671,54029.46357035532,63668.985516901426,48357.83545675191
3713.0,61602.51803557747,56590.48684507029,53384.896081587875,51958.69721767169,63401.195501278205,65513.194543178965,53923.521448307074,62165.558985624804,47850.87278174348
3714.0,59386.84809451712,54706.87185356517,51070.31069225164,50982.684894592145,60977.93218274395,62806.61775883803,52772.41954528285,59330.99491164897,47103.76989225736
3715.0,57492.164853717324,53754.809720323035,49846.90234433495,50205.448536624914,58687.91447072742,60775.41376096925,51913.677152141776,57059.44663963144,46629.89320235474
3716.0,54828.40609618584,53207.53590903759,49566.313962255634,50147.379153558395,56936.525185057966,57853.20590624866,51564.27188423266,54871.99180251478,46493.280102562996
3717.0,49307.00399707287,49180.16196444985,45940.166020671284,46791.63884365676,51473.455317831154,52740.10500625548,47798.23318026758,50740.13266573886,43553.9638773562
3718.0,45540.25738361246,45328.73601047261,41739.94069966029,44050.093931574054,47599.16992831995,49207.620537252835,44656.64179183688,47354.8591461317,40787.54860657333
3719.0,43571.25171892683,43059.76253646472,39476.95777139611,42076.85162621758,45324.961017076705,47191.6734547411,42724.21673870685,45034.085448806334,38698.86238553858
3720.0,42642.75998864291,42139.0040334539,38089.06657881224,40897.59646240523,44332.39416852516,46171.49438119959,41777.868360025874,43447.59101232275,37572.87160209879
3721.0,42888.347128439586,42448.80202919142,37422.53478996483,41138.8077459123,44700.51338653176,46240.65906415156,41587.37627518912,42881.49862128271,37213.19492530334
3722.0,43854.53863895545,42330.064121417454,37303.2040987357,42860.78829761557,46210.25386038093,47233.37569005037,42585.67704064376,42760.48611740097,37154.49398398657
3723.0,46530.14589884555,42143.321775554774,36497.990695757144,46927.878550082045,49383.30601559121,50286.793016841606,45567.33657175162,42578.96736157835,37005.073406089345
3724.0,54129.344457027764,44267.650889183475,37477.3624048539,56681.30146744674,57621.9496185856,58429.91730674521,52221.31677578188,44978.70684533502,38275.14831821574
3725.0,59798.314267334354,47336.48608737778,40444.50391649719,64039.362333317586,64266.1627435882,64778.828350659554,58307.895422303736,49159.791407418765,40795.01963546819
3726.0,62546.08967795417,50717.27815236005,44365.2159067012,68458.21904089855,67225.79608835907,68123.14419692523,62021.98173949515,53389.07586511643,44654.33970458503
3727.0,63473.50427166004,52858.878234392236,47722.60103020193,70248.31944581446,68041.07852823872,69104.67241822887,64064.423611675295,56582.575331961845,48006.69709869344
3728.0,65012.73244170148,54249.19119087281,50199.519161660675,72232.7289402222,69786.82181363199,70640.53523083872,65525.20248684054,58417.2479543724,50059.095465096005
3729.0,66106.0260684279,54567.62467081207,53192.46190383999,74418.14783755247,71369.96029107143,72288.28208940028,66737.4248448926,59326.892792873325,52049.59102065543
3730.0,64610.960498086744,52932.27985010705,52631.28513968137,73991.56121579459,71281.8826867631,71412.53514790552,65935.7282097775,58324.95028192022,51671.770416543884
3731.0,62686.1174331014,50809.030172003564,50414.529416127574,73214.32485782736,70585.16625268312,70679.18608307658,64703.13236671616,56516.94143155141,49675.93841177384
3732.0,60507.070135694936,49457.57689443083,48550.39050989951,72028.36938058425,69242.54738700873,69359.97146853687,63318.75406033571,54869.94074312696,48395.19060122621
3733.0,58959.224873029045,48573.51919927743,48264.42687145853,70731.85873173374,68003.81492641597,68089.57898313971,62269.51958235788,53483.42459695643,47453.84096047371
3734.0,58254.77755098069,48463.416775705206,48729.92407237938,68501.77107819844,66032.2316299757,66540.49351055376,61034.886390795626,52577.88187723116,47601.12695868669
3735.0,58883.82531256515,49206.068417055074,50270.47254563475,67515.70828497276,65284.70119341015,65845.79529796269,60899.40271548393,52942.97044826423,48999.27665186785
3736.0,59007.69601904155,50201.30797130592,51759.41855781807,67344.85029248858,65019.339180429924,65090.0694239434,60287.17949095512,52891.69396356857,50303.50483894217
3737.0,58208.4606781243,50214.26119760853,51381.00050995631,66129.86012371222,64032.41833215456,63928.50960142655,59283.78535424817,52097.93398047982,50360.0712005747
3738.0,55636.25852972754,48303.660317972965,50828.42415597637,62714.93371183894,60879.691777938504,61543.34516727417,56644.40037129617,49897.147257342294,49516.91222529751
3739.0,53816.97484939164,47704.57360147707,50408.07910849357,60340.78931954247,58493.692061227,59558.92904316701,54996.18543404557,48727.01787658744,49196.7252726606
3740.0,52982.19400139855,48295.02483377122,50933.77918066515,56907.99540518718,56577.439567493246,57622.317920511945,54090.584025383156,48141.44042136305,49291.71406860955
3741.0,48204.01614114394,45081.54527519772,47136.69808677961,51868.24298635654,51314.23811004302,52689.248621731975,50268.518237642566,44934.60906849676,46218.98661313738
3742.0,44508.360541835194,42187.578632088705,44035.1751660945,47930.6921268846,47652.24233091599,48786.52967339821,46824.380596824085,41640.607691647856,43781.2966137284
3743.0,41904.921432674826,40012.51604877476,42214.03831075982,45078.59204319449,45207.52421133227,46756.3428032199,44381.59974421163,39352.65094452771,42091.77679364766
3744.0,40464.7898278145,38978.416815616074,41278.743703828775,43824.51671273873,44177.69376095797,45761.59192194014,42713.011321951744,38097.402599178065,41385.23091816222
3745.0,40057.63220130948,38416.03090697758,41520.630240104045,44117.09706588157,44485.96537603712,46004.68543996249,42024.38752863814,37652.32271201978,41592.28514753409
3746.0,39958.53563612837,38164.52242960183,42955.823688670636,45633.60133904178,45324.961017076705,47203.87898702674,42092.63870341922,37395.9402885415,42880.50398697657
3747.0,39537.37523410863,37357.104656738884,46461.565887753524,48441.03266652688,48205.550357981134,49945.03811284366,42283.13078825597,37082.12820220409,46897.78295272762
3748.0,41201.55124720452,38382.56840569583,56860.53684504539,56236.84734320686,56769.40357688319,57940.67888762909,44699.42611035637,38049.20270356415,56439.35414130741
3749.0,45028.61750903605,40971.0547951682,64950.2976693627,63239.791597247844,63484.75630536559,64507.25525730404,48239.31913071845,40847.87323825302,63420.49699863409
3750.0,49353.32086992926,43587.60650829624,69253.7279125178,67106.98916569688,67305.96929228076,67802.74897442714,52587.02083169842,44891.53682135241,67591.46570165086
3751.0,52417.77443449742,45474.45980637702,70673.87064327172,68672.62907068261,68131.41453265752,68796.48272801643,55884.4693804501,48192.716906058704,69042.97988693816
3752.0,54689.45547761667,47028.8469626907,72249.89580851412,71066.87440327133,69816.1810150681,70195.03330241282,58114.3473147156,50658.09029022582,71363.2680037136
3753.0,56457.0366022059,48625.33210448788,73532.43197640922,72306.43238796046,71846.48271438059,71358.62738031062,59217.57152796801,52630.18389162073,73275.85140079806
3754.0,56084.347346198665,48045.6752274459,73199.16608198552,71099.25925151996,71285.2702869288,70281.48915610278,58158.15030748554,52250.737904872876,72527.68122146981
3755.0,54385.70296260499,46325.05500024867,72697.11713780528,70410.24368705763,70530.96465003185,68863.61315558746,56360.19025541675,50433.49928725885,72080.48677762027
3756.0,52802.31219286327,45035.12954761335,72369.22649974326,69179.61945360951,69282.06938894196,67170.09555095475,54650.8548631383,48873.66862281701,70852.03616933667
3757.0,51674.550195639065,44767.429537359334,71405.98055973153,68100.86899125844,67773.45811514804,65686.10625055888,53522.16379362429,47834.80704288303,69389.84908562814
3758.0,51026.1139756496,45290.95576708998,69858.98177884214,66318.58561867841,66192.57803781907,64205.16833323442,52689.906930995276,47961.97272492826,67864.69190123434
3759.0,52054.77940769269,47643.04577653965,69245.12750233912,66051.68980035344,65168.393587720944,63544.03533442885,53054.592312661356,49144.40846201007,67366.26754496289
3760.0,52998.35105006939,50127.906355591105,68161.47581982592,65472.1126885934,64638.79876181574,62482.15402557807,52945.59416786172,50198.65298735275,66899.86188395513
3761.0,52360.68619586048,50921.291466626215,67329.386135039,64551.93631077012,63651.87791354037,61273.806329299594,52187.70052551657,50648.8605229806,66052.43374930945
3762.0,49487.962942186205,50204.54627788158,64275.165470336615,62099.62159511488,60973.41538252301,58649.61688788675,50231.84596462586,49734.08803601011,63487.73625868784
3763.0,48169.54777064616,50050.186997775425,61679.99169892107,60186.68211063518,58708.240071721644,56736.399702112496,48813.8514079801,49083.902210069195,61023.364013225786
3764.0,47697.76194945781,50518.662015719965,59111.694209313886,57907.45882527436,56994.11438787495,55458.88732288205,48396.1949652899,49812.028292747505,57760.65896585571
3765.0,43732.822205635166,46414.64814884175,53891.245230857436,52174.22396636088,51365.052112528596,51327.31464419251,45498.066722720076,46530.33327222556,52996.277110618554
3766.0,40778.236572028676,43790.54038703719,50002.78477882345,48420.93172623462,47502.05872356974,47444.93824966816,42006.05139212979,43807.55193488625,49791.205714723124
3767.0,38378.37627612081,43188.21536396564,47944.06159230284,46216.528607517204,45409.65102121933,44864.48529894552,39666.15663881419,42109.274761766144,47649.15500158222
3768.0,37109.509387171325,42048.3314493356,46901.26185813835,45287.41847845293,44344.815369132746,43509.67121523935,38381.6084089792,41383.19973847566,46894.58108320125
3769.0,36625.875063624364,42459.5963844436,46993.71626755912,45231.58253319666,44890.21899581124,42925.839920909515,37796.88938921291,41624.19921654525,47125.115689099825
3770.0,36693.73466804186,43636.18110693104,48134.34566750605,46231.045953283836,45772.12423894976,42797.68183191028,37541.20215234647,42793.30306760619,48253.24105222386
3771.0,35657.52927995238,46402.77435806435,50878.95156577609,49009.442589235674,48335.408364333154,42270.80968824677,36995.192754097814,46442.13771854903,51141.32736500874
3772.0,35882.650824766,54944.34766911309,59679.32128110652,57184.94169365827,56726.49397478426,44851.262638969405,37855.97249573982,55535.50951447656,59341.315222039906
3773.0,38202.80301389775,62420.51811677183,66689.73062799996,64586.554596829,63348.12309868216,49106.92489589629,40010.46853547099,62568.59215533266,65828.30288246363
3774.0,41154.15723777008,67043.74047127983,70514.7630549662,69474.4332445626,67320.64889299881,53801.98631510626,43528.96939657333,66418.43062628247,69431.47338947094
3775.0,44058.11745220796,69576.09621344086,71952.10660607746,70949.61891823317,68504.05055088506,57001.87002932519,47046.451583425216,67656.24496683558,70382.42863880255
3776.0,46563.53713276527,71299.95474721375,73754.96758978246,72827.94011665399,70444.01624577875,58826.597106028545,49402.64512474824,69361.70084781309,71794.4530999313
3777.0,49423.33474750287,73307.70482411893,75239.61339687645,74395.81345944997,72080.22712581423,59234.46530990705,51690.58749129018,70852.82102276274,73416.73365995829
3778.0,48213.71037034644,72340.53059352374,74529.00450586333,73006.61514147405,71340.60108963533,57918.30207843875,51384.985216151006,70552.3408224462,72884.1560287389
3779.0,45964.64919536636,71417.6132194625,73746.36717960378,72052.937196497,70166.23303219095,55831.156057594104,49560.539633570144,70052.90786151052,72225.638196149
3780.0,44540.67463917686,69714.26396066874,72587.46190802717,70746.37607750036,68034.30332790731,54072.54228077131,48079.38727339562,69162.74808719395,70730.36512733465
3781.0,43544.32330447544,68262.42317925076,71290.95007359172,69329.2597868963,66436.48524974982,53350.38162053754,47144.24431146975,67926.98480602865,69585.16312673665
3782.0,43410.758368796545,66432.77996400654,69487.01403861439,67165.05854876341,64808.17877010098,52734.00224011266,46619.627072480835,66480.98793761116,67919.12368318262
3783.0,45650.12531457413,64841.691999835435,68519.46789351333,66873.59491452569,64055.002333259254,52764.516070826765,47981.59454535109,65694.40666237981,67525.29373143922
3784.0,47967.04609397171,64378.61415951698,67906.68866828264,66259.39951670676,63301.825896417526,52613.98117263719,49574.80107307664,65085.242024195424,67303.29744427763
3785.0,48199.707594831714,63383.37460526614,66854.21347266714,65286.73735034259,61923.07262897562,51714.84029426162,49956.80391700061,64192.00566079711,66456.93659947408
3786.0,47281.98723032835,60792.72934474333,63910.72308901521,62155.45754037114,58870.84487967548,49517.844482846216,49342.543343970865,61533.832694174336,64049.13071564455
3787.0,46825.28132123278,58463.30748132324,61763.84569816316,59788.01346150543,56491.620363295384,48301.35976504398,48972.764591052466,59409.960698080286,61503.64444218115
3788.0,47436.017760990304,56537.59450433462,59578.266461507075,57157.023721030135,55279.988704028256,48174.21880373522,49791.77868842545,57006.11909554796,58646.50953481782
3789.0,43359.055813049876,51581.90600805954,54334.16635505926,51639.31561080585,51132.43690115019,45101.47605082505,46443.39642715058,52147.15940578765,53750.85102899953
3790.0,40221.35696117393,48244.291364085984,50627.38956804981,47385.733301183434,47505.44632373544,41493.72413272761,43708.25606465498,48647.02656046221,50679.19086336948
3791.0,38901.86465305583,46531.22718556528,48625.64409896293,44725.70886917488,44939.90379824158,39140.09065697981,42062.078475905306,46786.71569570383,48653.474743019986
3792.0,38036.92398087719,45796.13159289193,47589.29467243244,43363.31180492197,43442.584525,37425.213370847225,41367.34263708892,45630.94373066376,47463.446569052816
3793.0,38463.4700657872,45982.873938754616,47572.09385207509,43258.340227840185,42986.38770268507,36652.19632608995,41335.76373532454,45712.98610617681,47563.771814212385
3794.0,39975.76982137726,47165.93527439336,48139.720923867724,43438.131971565366,42715.37968942868,36185.33471616418,42580.58366939143,46614.42670712643,48284.19245764542
3795.0,43203.948145809874,49589.26802850741,51251.99435727617,43223.7219417813,42182.397263357765,35397.060756049854,46175.48509927857,49461.29713742922,51208.56662506249
3796.0,52846.47479256355,56914.31750263565,60494.21014553609,45488.427881375486,44775.040590177276,36560.65483394764,55787.69532665602,57530.164769137555,59228.18249877487
3797.0,60537.22995988049,63978.14357966117,67147.70247001447,49517.5496910677,48942.91799404957,39665.945672952854,62939.807239163136,64394.035010497995,65340.551424613404
3798.0,63474.5814082381,67213.21184873903,70500.78738842586,53657.22667236733,53891.07263608924,43956.19027135572,66566.28757081466,68063.38025531909,68638.47703677353
3799.0,64535.56093762285,67822.01348496188,71595.1895836624,56014.620281086914,57512.4172132278,46835.67876307657,67970.02068795392,69038.65899423046,69887.20615205746
3800.0,65731.18253926457,68801.06150633446,73058.3343653097,57748.884740746566,59718.87412115695,48788.56392877916,69679.35608023236,70185.20119202531,71164.75209307873
3801.0,67253.17652405711,69981.96397092278,74437.62514771489,60133.07960318916,60376.0685533037,50558.36611019712,71033.1741590989,71608.63640717672,72207.49426883292
3802.0,66307.4506085243,69189.65829541288,73477.60436152015,60265.96915289907,58952.1472836524,49714.15012710694,70248.79498624169,71089.71838205667,71550.04372608513
3803.0,65800.11928026013,68924.1171562093,72980.9306737016,58876.770834923154,56826.99277970017,47814.1556013088,69325.87611532139,70486.70692203577,70934.21748718015
3804.0,64287.81952467007,68512.8522211013,71943.50619589878,56738.25413160813,55007.851490716625,46614.962054244555,67887.50807366635,69214.0245718896,69662.00799536951
3805.0,62816.450959046124,67424.78121168172,71102.81610093318,55459.610985239626,54163.20984940087,45744.30075120215,67066.45662779243,68275.66490195911,68430.35551755954
3806.0,61349.39093973441,65907.09486322544,69714.92490834932,55212.81610720692,52834.141384389295,45373.049144180564,65666.79820765503,66845.05097895033,66959.63011511402
3807.0,61286.91701820718,65649.10977269837,68792.53091668629,56422.222681457664,52935.769389360445,45968.068843105575,65097.3593016457,66404.07321056769,66532.71417826481
3808.0,61135.04076070135,65251.87749941822,67414.31518555342,57095.60418124824,53075.790196209586,46954.682702861566,64868.15759529132,65741.58102829981,66008.6748657824
3809.0,60187.16057201242,64095.802051909915,64568.65446768394,56345.169077004015,51773.822532523656,46827.541741552806,63950.33209562334,64779.63417540932,65295.725251244236
3810.0,58105.05556663096,61653.03945834195,61893.92690211564,54088.28016974571,49154.07840437851,45946.7091616057,61187.68752836521,62020.95929878306,63240.1250153153
3811.0,56248.07210606312,60025.25068631345,59411.63351429522,52326.09773745792,47691.76433284922,45642.58798215514,58574.78807592529,59525.845553492465,61180.25562001787
3812.0,54139.03868623026,57715.25866234728,56854.086537411386,51566.7288819727,48000.035947928365,46217.265127270744,56251.19211061711,56301.58019582965,58452.26278355143
3813.0,48581.0139434634,52713.15443848783,51161.69005040007,46936.81230132305,44948.93739868346,43458.81483071584,51470.55385318997,51614.909494646745,53771.12953599987
3814.0,45258.04760016189,49631.366013990904,50536.010209901375,43565.437926749655,41603.11763502222,40476.59644225752,48104.854129657215,48383.46542912654,50357.93662089045
3815.0,43122.085765877644,47516.751820089165,48712.72325202202,41454.83919606277,39136.944714389036,38494.2145735313,46390.42536612646,46541.6140988586,48426.14200664778
3816.0,42090.18892410039,46444.87234354785,47738.726799286946,40666.43564904428,37472.50383297268,37299.08953722894,45081.42895428033,45538.64605821158,47206.229717101174
3817.0,42112.80879223956,46387.6622607113,48256.901512552184,40364.921544660436,36539.78458734859,36801.71409658906,45301.462592380536,45652.479854235935,47314.0259911556
3818.0,43440.918192982106,47237.17801905774,48824.528584344815,40778.10753955681,36210.05817121998,36686.77866756594,46466.82593491125,46625.70753375947,48173.194314064625
3819.0,46571.07708881166,49931.449090001464,51632.562507682596,43277.324449227315,35823.871752329615,36476.233235638625,49322.16985896159,49413.0972418153,51177.61521964093
3820.0,55273.263502922804,58292.75666833882,59658.895306932165,50970.40098663577,37276.0230233618,37721.19752877403,57915.70583587513,57962.93829996889,58900.5245172431
3821.0,62100.15513463916,65015.48111939551,67018.69631733432,57661.78066614679,40209.684766862265,40769.529217112904,64439.29573584601,64753.995933061495,64929.64483539604
3822.0,65743.03104162318,67985.00824926978,70298.67774922696,61890.79515985644,44277.06336581865,44745.48135916052,67473.926327978,67997.74635490865,68671.56302187935
3823.0,66821.24475625683,68323.95100418817,71599.48978875174,63801.50120652589,47726.7695345615,47856.87496430855,68364.24762288346,68778.17445197653,70362.1501318022
3824.0,67788.51340335075,69572.85790686522,73201.31618453018,65303.48813391947,50010.01204624662,50056.922158795365,69872.9041878205,70350.31147274532,72067.6792995148
3825.0,68943.20381502634,70749.44262935266,74565.55624912269,67128.20682489427,52887.21378698534,51864.35806476073,71198.19938767406,71579.92157574714,73483.97292001205
3826.0,67661.41128714019,70249.6639811768,74032.33081804476,66276.15030028364,52557.48737085673,51396.47932714448,70363.90517654411,70758.47229092274,72862.81023189645
3827.0,66373.15593978569,70190.29502728982,72882.02595664683,64166.668288501874,50200.84685558133,49782.29768236844,69549.98445042345,70370.82206662359,71577.79326198033
3828.0,64139.174676898394,69169.14902043375,71480.1590975226,62454.738206944734,49219.57200758214,48506.81955851894,68203.29709131016,69261.1989378096,69547.80798226234
3829.0,62863.844968480575,67894.33566515148,69482.71383352506,60152.06382457629,48839.031588967955,48091.83146080714,67005.3361727646,68049.02283960431,68150.72557892332
3830.0,61613.28940135803,66348.58399303953,68041.07007732446,60011.357242530496,48490.10877190035,47974.86177640308,65775.79635245466,66706.60447027205,66931.88057921882
3831.0,61735.00583467831,65613.48840036619,67496.01908225086,60364.24041655011,49112.298002334814,49078.44532056313,65507.885024582654,66399.97109179203,66899.86188395513
3832.0,61227.67450641413,65438.619845280904,67069.22372713404,59604.87156106487,50772.22208353023,50210.50844005635,65032.16414961601,65715.942785952,65962.78140257113
3833.0,60374.582336594096,64663.585138174494,66229.60868344078,58751.69831754912,51244.227706618454,50259.330569198915,64188.70187023189,64696.56627020236,64624.39994054886
3834.0,58250.46900466846,62135.54713811432,63547.35575896614,56283.749537222124,50135.3532523777,49607.351719607585,61565.61567528732,62049.674130212625,61520.721079655115
3835.0,55867.84289400949,60091.09625335174,61038.18608933736,54054.77860259195,49238.76840852114,48948.25297618296,59298.04679375466,59624.29640410812,58859.96750324243
3836.0,54788.55204279778,58127.60303298049,59393.357642665535,52964.86095118962,49937.743242711585,49329.675860109244,56799.23885736669,56841.00881482795,56323.01954851601
3837.0,49657.07338494094,53249.63389452109,53981.54953773353,48462.25032572426,45950.53784767688,45987.394269224504,51936.08798565198,51907.185457411986,52339.893857712894
3838.0,46162.84232572859,49953.037800505816,49682.41949966776,44578.30197369833,42616.010084568,43073.32343602768,48308.58897975,48634.72020413526,49143.36078055445
3839.0,44033.34331091268,48101.80587475723,47582.84436479844,42074.61818840733,40539.41118299088,41287.247211562186,46345.60369910605,46786.71569570383,46773.97733104135
3840.0,43150.09131690709,47161.61753229249,46485.217015744885,40742.3725345928,39772.68434548633,40547.795380590425,45432.87157069038,45730.42011097333,45224.27248027872
3841.0,42944.358230498474,47114.12236918291,46438.9898110345,40006.454776115206,40067.40555990266,40712.570066446584,45825.06115711899,45903.734629244645,44634.06119758469
3842.0,44230.45930469685,48048.91353402156,47602.19528770046,39908.18351246417,41712.65004038002,42005.33936103407,46764.27881604671,46779.53698784644,44527.33221337239
3843.0,47357.38679079224,50683.815651078294,50448.93105684228,40096.90900743036,45774.382639060226,45430.00829484689,49882.44069671674,49720.75614998924,44337.35462147449
3844.0,55382.054297306415,58733.1663626277,58769.82790471151,42911.04064834621,55672.95032325003,54885.227305456916,58006.36784416642,58032.67431915498,46933.003517517674
3845.0,61405.4020417933,65423.50774792785,65722.18448289888,47337.71438826305,63322.15149741176,62718.127649767135,64645.06793443972,64499.66456897104,50744.29554373898
3846.0,64331.98212437035,68728.73932614486,69334.3567579429,52310.46367278617,67361.30009498727,67169.07842326428,67765.26716361068,67563.94729438341,55067.88669417934
3847.0,65140.911694490096,69187.49942436245,70455.6352349878,55710.872738892824,68404.68094602438,69195.19678268071,68582.24391248274,68383.34551981998,57894.070196121094
3848.0,66327.91620350737,70122.29058920109,72038.11070786422,57478.63876570623,69900.87101921072,71342.35333726309,70065.43362115818,69482.71335169484,59433.10214846249
3849.0,67452.4467909974,71280.52490775983,73220.66710743221,58301.66059878361,71690.65310675817,73094.86434794306,71360.16859349782,70688.73627173665,60160.99382079038
3850.0,65950.91840118791,70460.15390859428,72263.87147505448,57039.76823599198,71223.16428389089,72446.95400911362,70588.01351164618,69886.7720510966,58938.94695155953
3851.0,65102.1347776801,70220.51922199591,70830.82812903255,54292.63972938364,69925.71342042589,71950.59569616421,69906.52043808582,69217.10116097135,56859.866339103886
3852.0,63598.45211471449,69472.47040301995,68685.02578945283,52691.26481943391,68501.79215077459,71076.8830100504,68728.93300454954,68018.25694878692,54924.86985533485
3853.0,61989.21006709943,68494.5018171726,64211.737445268875,52025.70035197921,67479.86610078694,69939.73425210483,67730.6322390949,66611.23020873814,53747.64915947316
3854.0,60433.82484838715,67189.46426718423,65988.79719843785,51340.034944232255,65554.5800066113,68150.60664456792,66255.59192442316,65403.15622930849,53291.91639688663
3855.0,60252.865903273814,66500.78440209525,65312.58994813943,52249.04413300428,65214.69078998558,67353.17853523936,65597.52835862347,64904.74879806672,53618.507088576276
3856.0,60370.27379028187,66031.22994862549,64390.19595647641,53027.39720987664,65029.50198092704,66364.53042010243,64850.84013303343,64359.16700090495,53793.54262268445
3857.0,59605.5068198624,65354.42387431391,63167.862659832055,52391.98415286032,64134.04633712571,64949.70580265853,64026.73266440813,63473.10934536402,53196.927600937684
3858.0,57237.9606212962,62825.30643872852,60558.71322187616,49986.571631220344,61409.286603843706,62148.53614310388,61694.98730509624,61113.365519669955,51449.7741293823
3859.0,54718.53816522417,60931.97652749643,58499.99003535554,48424.281882949996,58871.97407973072,59786.76564583231,59401.95156730198,58742.34086734285,49882.992641145705
3860.0,52936.95426512022,59592.3970407011,57023.94463844024,48494.63517397289,56410.31795931847,57506.36536379836,57033.53393497339,56568.217916247064,48996.07478234148
3861.0,47772.08437334365,54819.13314818782,52753.8409847275,45757.557137510696,51060.16809761515,52959.80458739702,52215.204730279096,51910.26204649372,45773.92674897208
3862.0,43732.822205635166,51002.249131017554,48565.441227712196,42301.31212614777,47444.469520752755,49935.88396362942,48452.222049065414,48456.278037394375,42726.81424971086
3863.0,41439.59843095481,48663.112347870505,46128.29999332983,39733.975363264624,45697.59703530425,47832.46389973726,46493.311465423314,46418.55053558903,40833.44206978462
3864.0,40541.266524856444,47947.446594651075,44635.05377605717,38211.88749557879,44786.332590729624,46653.61290648242,45478.71191196126,45219.70632340461,39807.776531504394
3865.0,40142.72599097587,48260.48289696425,44356.61549652253,37569.77412513172,44814.562592110495,46820.42184771952,45650.86786028966,45359.17836177679,39258.12226281104
3866.0,40407.70158917755,49510.46923516651,44025.499704643495,37224.70798344799,46678.87188330344,47416.458674334994,46442.377752900116,46369.3251102812,38928.32970159503
3867.0,40522.9552030295,51310.96769122986,43490.1241710209,36524.52522993441,49462.35001945766,50168.806204747074,49193.81690340314,49299.26344579095,38413.89599769173
3868.0,42917.429816047086,58016.421173883056,45612.27538260925,36594.8785209573,57926.83363349904,58284.468047007984,57547.964431457665,57264.55257841406,39539.88678113152
3869.0,46683.099292929444,64822.26216038151,49882.37903632199,39023.74213960491,64534.91235673412,65138.89155308597,64047.10614941741,63754.104481496215,42275.35064649282
3870.0,48738.27588385951,68594.88932101785,54222.36102273647,42997.02800404086,67967.68052464844,68927.69220008708,67271.21015213568,67172.1949513086,46175.227729610335
3871.0,51007.80265382265,69657.05387783221,57360.43568668095,46224.34563985308,68462.27014884137,70226.5642608174,68458.98432817661,68031.58883480779,49311.99257560989
3872.0,53306.412111393285,70984.75957385014,59608.36789713244,49701.808310413384,70047.66702639127,72149.95272349635,69860.68009681495,69265.30105658526,51404.94795601313
3873.0,55873.22857689977,71902.2797702853,60565.163529510166,53347.89553564761,71147.50788019014,73737.68904832017,70986.31514357757,69948.30383273138,53394.37622173044
3874.0,55936.77963500505,70089.90752344456,59363.25620704017,53313.277249588726,70221.56383489746,72983.99742968183,70299.72869876488,69168.90126535743,52845.78924287921
3875.0,54586.05036612333,69073.07925868935,56658.4272058465,50883.29691203599,70788.42226262542,72026.88027294946,69801.59699028803,67563.94729438341,50893.71612163621
3876.0,53814.82057623553,67576.98162073744,54619.05494222791,48419.8150073295,69568.88620297164,70851.08066276603,68593.44932923783,65823.62340381286,49699.41878830054
3877.0,52905.71730435661,67309.2816104834,53817.06669306635,47246.14343804277,68605.67855585621,69563.39700663088,67484.11307048264,64708.872626529315,48835.98130602302
3878.0,52542.722277551875,66487.83117579264,52830.16962506326,47561.05816928811,67315.00289272264,67641.0256716424,65857.29029249177,63318.25436158314,48942.71029023532
3879.0,53006.96814269383,66497.5460955196,53140.859442767935,49214.91886777874,65904.63202373414,66433.6951030544,65010.77199035627,62748.05985176745,50459.329155892134
3880.0,55905.542674241435,65577.867028034,53834.2675134237,51259.631183063226,65353.58239677948,65550.82826772635,64826.3919510223,61910.202091840445,52034.648962865715
