,2009,2010,2011,2012,2013,2014,2015,2016,2017
7051,59857,65404,59687,48670,57187,61938,63118,62268,51441.1
7052,57114,62710,56807,46618,53434,57394,59345,58296,49241.96
7053,52242,58605,52333,43301,48485,52676,54454,53710,45748.42
7054,48888,55939,48272,40068,45589,49010,50940,49981,42465.24
7055,46352,55067,46125,38038,43893,47098,48614,47980,40739.13
7056,45365,54229,44952,36970,42900,46308,47618,46875,39747.28
7057,45959,54187,44606,36501,43184,46860,48377,47280,39530.7
7058,47516,54557,44778,37015,44762,48431,49995,48969,39953.04
7059,50477,56542,44992,37171,48953,52131,53884,52740,40336.04
7060,58318,61822,45958,37527,56906,61231,62187,60791,41295.01
7061,65257,67145,49858,39733,63658,68654,68789,67423,43503.24
7062,67017,68669,53872,42606,65080,71379,70557,70022,46559.63
7063,66975,68713,56904,45434,65006,72098,70404,70643,49722.55
7064,67771,69286,58477,47795,65812,73593,71031,71659,52399.96
7065,68658,69835,58599,50415,66627,74726,71787,72277,54877.91
7066,68107,69146,57123,49664,65383,73659,71309,71270,54531.56
7067,67590,67689,54937,47359,65020,72644,70601,69807,52236.4
7068,66362,66166,53101,45440,64702,71345,69619,68149,50664.85
7069,65033,64823,51747,44580,63270,70120,68645,66883,49839.08
7070,63446,63419,50853,44615,61396,68783,67582,66002,49996.67
7071,63778,63586,52206,46756,61697,69447,68391,66310,52225.12
7072,66404,65967,56469,51329,65256,71978,70828,68426,55959.42
7073,66965,66515,57891,52898,67181,71703,71013,68086,56476.31
7074,63038,62751,53956,50252,63255,66962,66956,63526,54051.69
7075,59802,59553,50893,47846,58681,62747,62948,59261,52102.3
7076,56816,57643,49114,46734,54377,58493,58964,56123,51338.94
7077,51975,53668,46238,43090,49753,53460,54181,52133,47971.91
7078,47889,50056,42777,40308,45918,49811,50420,48366,45290.1
7079,45675,48370,40452,38831,44690,47785,48445,46327,43789.88
7080,44702,47107,39295,38313,44108,46697,47311,45104,43120.3
7081,45169,46509,39050,38818,44156,47222,47949,45085,43666.68
7082,46812,46488,39421,41011,45462,48521,49517,45390,45717.66
7083,49619,46678,39287,45676,49294,52288,53199,45921,50617.84
7084,56465,46992,38397,55905,57060,61171,61191,47611,60085.94
7085,63033,49588,39879,63888,63713,68683,67935,50927,67213.5
7086,65166,53132,42937,66295,65998,70663,69829,54185,69747.7
7087,65478,55541,46430,66631,66388,70668,69254,56926,70071.08
7088,66318,57184,49235,67676,67733,71742,69401,58516,71161.25
7089,67214,58128,51792,68936,69022,72553,69490,59483,72207.84
7090,66103,57201,50898,68008,68908,71709,68973,58515,71552.73
7091,64600,55270,48365,67628,68187,71064,67320,56407,70685.65
7092,62738,53861,46365,66624,67192,69720,65954,54731,69540.25
7093,61780,53210,45145,65435,65777,68394,64858,53944,68664.08
7094,60671,53075,44941,64013,64479,67233,63903,53794,67143.8
7095,61757,54956,46779,64613,64569,67720,64581,55262,67434.7
7096,64340,58841,51865,67198,66911,70684,67894,58520,69702.67
7097,63847,58935,53971,68137,66927,71145,68307,58296,69550.18
7098,59989,55137,51849,64187,63094,66851,63937,54585,65451.71
7099,57072,53224,49973,59679,58946,62332,60031,51794,61544.69
7100,54819,51961,49634,55217,55144,58145,56701,49958,57798.84
7101,50837,48562,46360,50229,50599,53176,52399,46906,53233.87
7102,46523,45474,43162,46661,46977,49434,48693,43642,49689.89
7103,43885,43871,41722,44667,44504,47337,46328,41588,47909.03
7104,42723,44098,41086,43705,43356,46325,45224,40812,46885.73
7105,42494,43936,41521,44173,43672,46740,45383,40597,47300.08
7106,42893,44592,43578,45835,45005,48354,45750,40648,48891.47
7107,42885,44686,47811,49499,48651,52385,46221,40850,52939.57
7108,43727,44666,57073,58537,56405,60849,47862,40832,61574.46
7109,47295,46154,64711,66174,63339,68267,51442,42524,68264.39
7110,50603,48392,67467,68414,64466,70484,54533,45440,70188.21
7111,53215,51075,67749,68688,63762,70647,56641,48861,70445.47
7112,54646,54352,68884,69198,64950,70996,57574,51401,71608.51
7113,55445,57045,69405,69779,66536,71254,57952,53153,72204.29
7114,54188,57334,68643,68720,65828,70068,56922,53060,71445.41
7115,52265,55294,68200,68045,65182,68414,54974,51249,70537.38
7116,50723,53121,66833,66685,63459,66577,53204,49598,69395.19
7117,50160,51917,65595,65681,61875,65316,52838,48895,68560.94
7118,50330,51426,63770,64366,60422,64208,53002,48841,67886.67
7119,52490,52012,63862,64771,60742,64948,54909,51056,68534.15
7120,57026,55456,67434,67840,63468,68416,59121,56017,71309.69
7121,56929,56768,68765,68605,64837,68645,59203,56741,71106.06
7122,53016,54257,65106,64525,61023,63987,55738,54168,66828.9
7123,50325,52641,61215,60196,57175,59820,52737,52093,62722.58
7124,49600,52298,57391,55801,53428,56418,50948,51418,58477.67
7125,46484,48785,52381,50411,48368,52076,47357,48102,53644.47
7126,43183,46761,48313,46787,44812,48376,44046,45245,49818.36
7127,40672,45457,46023,44757,43434,46125,41823,43397,47945.19
7128,39217,45784,45187,43850,42925,44518,40466,42956,46815.57
7129,37559,46745,45281,44268,43506,44255,40049,43575,47094.38
7130,38952,47549,46706,46047,45017,44910,40065,45488,48872.34
7131,38651,49720,50436,49660,48437,45211,40323,49905,53231.15
7132,38069,57957,58847,58476,56261,47249,40553,59662,62285.83
7133,38245,64930,65920,66286,63239,51040,41848,67176,69019.86
7134,40547,66860,67795,68487,65430,54454,44483,69526,70895.77
7135,44041,67267,67438,68550,65316,57425,48311,69777,70899.64
7136,46602,67619,68965,69326,65824,59060,50963,70905,71628.64
7137,48446,68240,70520,70268,66558,59936,52649,71947,72460.66
7138,50759,67567,68876,68977,65614,58923,54456,71410,71655.35
7139,49083,67413,68196,68270,64146,56757,53339,71135,70809.75
7140,47072,66525,67497,67095,62836,55222,51249,70031,69238.25
7141,45684,65532,66646,66277,61270,54579,49886,68834,68239.7
7142,45331,63740,64727,65046,60171,54271,49466,67281,66802.15
7143,46293,63978,65158,65733,60608,56073,50485,67970,67278.27
7144,51837,67291,68386,68196,63704,59676,55409,70460,69987.85
7145,54891,68821,68924,68678,63329,59193,57913,70138,70069.07
7146,53697,65412,64886,64762,59275,55198,56105,65670,66057.52
7147,50813,62349,61249,60569,55362,51985,53444,61590,62064.48
7148,49085,59612,57193,56648,52779,49824,51649,57759,58266.67
7149,48558,55354,52158,51322,48614,46364,50971,52989,53968.01
7150,44943,52494,48025,47216,44922,43044,47543,49297,50185.04
7151,42013,51637,45945,44865,42800,40881,44925,47430,48322.74
7152,40521,50774,44984,43802,41422,39458,43355,46548,47405.91
7153,39984,51140,45417,44117,41071,38845,43095,46969,47669.05
7154,40670,51865,46936,45598,41507,38921,44076,48708,49201.11
7155,42873,53875,50311,49259,42362,39092,46257,52636,53213.64
7156,46774,60801,59475,57574,44360,39552,50961,61198,61324.81
7157,54999,67556,66561,64780,47809,40810,60161,68186,68021.39
7158,61675,68359,68386,67146,50753,43356,65839,70549,69762.65
7159,63998,67027,68347,67363,53543,47354,68174,70734,69563.64
7160,64576,66763,69324,68311,55539,50414,68038,71539,70330.21
7161,65353,67562,70747,68918,56361,52175,68543,72412,71041.13
7162,66730,66886,69772,67703,55944,53915,68674,71500,70163.04
7163,66509,66473,69058,67016,54772,52698,67515,70824,69270.74
7164,66289,65330,67520,65567,53389,50535,66767,69677,68220.15
7165,65444,64535,66399,63897,52049,48989,65945,68642,67494.27
7166,64932,63485,64723,62500,51048,48250,65689,67199,66238.22
7167,65005,63825,64700,62707,51794,49263,65590,67775,66840.44
7168,68396,67977,68032,65107,55281,54747,70149,70251,69990.62
7169,68845,68569,68814,65375,55710,57371,72138,69840,70059.23
7170,66435,65093,64856,61063,52576,55746,69918,65483,65997.54
7171,62446,61899,61818,56804,49312,53074,65564,61424,62073.72
7172,58532,59010,58509,53130,47360,51151,61816,57627,58182.47
7173,55311,54518,52728,48733,44338,49937,58396,53093,53504.84
7174,49765,51426,48730,44596,40351,46584,53576,49107,49968.78
7175,46235,50267,46432,42570,37949,43917,50129,47267,48143.42
7176,44252,49714,45563,41641,36673,42415,48444,46324,47108.82
7177,43489,50233,46005,42375,35916,41935,47630,46887,47363.4
7178,44113,51303,47407,44213,36335,42688,48277,48711,48939.9
7179,45787,53504,51053,47947,37144,45036,49958,52372,52906.04
7180,49106,60735,59175,57059,37895,49487,54012,60922,61643.31
7181,57340,66718,66365,64856,39028,58870,62133,67929,68701.85
7182,63097,68272,68362,66988,41807,65312,67372,70127,70978.92
7183,64768,67860,68521,67154,45400,68188,68992,70354,70955.98
7184,64888,68416,69321,67922,48642,68865,68800,71163,71789.4
7185,65376,68978,70047,68803,52361,70013,69148,71778,72403.58
7186,66276,68179,69053,67727,54241,71183,69747,70803,71103.51
7187,65225,67573,67866,66556,53448,70124,68584,70186,69510.97
7188,64886,66549,66885,65333,50827,69182,68098,68891,67256.44
7189,64173,65660,66101,64196,48808,67900,67468,67818,65887.24
7190,63755,64401,64577,63204,48718,66967,67149,66370,65038.3
7191,63572,65223,64959,63763,49761,66594,67406,67008,65449.14
7192,67814,68680,68232,66256,53997,70845,71821,70028,68092.25
7193,68846,68836,68072,65009,56213,72231,73103,70089,67610.23
7194,66192,64945,64358,60868,54268,69920,70975,65897,63523.72
7195,62216,61593,60483,57227,51664,65415,66545,62016,59782.93
7196,58552,58513,56801,54290,49912,61143,62585,58206,56453.42
7197,55119,54125,52153,50009,49131,57174,58902,53889,52414.09
7198,50203,51104,48736,46485,45992,52285,53800,49990,48876.6
7199,46566,49860,46472,44304,43788,48999,50533,47683,46713.19
7200,44459,48998,45195,43229,42253,47148,48728,46718,45740.94
7201,43998,49067,45728,42866,41449,46406,47996,47236,45787.14
7202,44903,50052,47397,42760,41829,47264,48677,48838,46202.09
7203,46641,52153,50994,42355,43859,49020,50482,52844,46811.07
7204,49920,59670,58953,43059,48180,52966,54456,61278,48920.47
7205,57541,66331,65991,46304,56859,61368,62587,68193,52646.9
7206,62650,68119,67786,49841,62885,67199,67694,70158,56072.61
7207,64001,67565,67691,52586,65964,69737,69397,70018,58735.77
7208,63613,68161,68623,54059,67308,70123,69641,70612,60282.87
7209,64204,68940,69279,54645,69277,70969,70195,71250,61135.48
7210,65167,68012,68320,53559,70797,72030,70698,70205,60152.66
7211,64324,67174,66948,51660,69488,70991,69551,69146,58327.55
7212,63938,65909,64968,50276,68219,69995,69136,68139,57053.21
7213,63597,65199,63628,49852,67455,68733,68429,67413,56246.79
7214,62914,64024,61816,49878,66555,67900,68311,66290,56138.63
7215,62826,64703,62572,51558,65834,67676,68245,67245,57979.45
7216,67591,68168,66488,55514,69240,72029,72376,70242,60910.39
7217,68580,68371,66362,55222,69966,73338,73346,70374,59418.13
7218,66118,65102,62392,51411,67881,71150,70940,66150,55893.26
7219,62200,61739,58721,48282,63674,66641,66514,62101,52991.46
7220,59324,58728,55193,47810,59882,62270,62700,58503,51436.03
7221,56199,53913,50706,45317,56160,58220,59093,53953,48201.47
7222,50815,51129,46646,42355,51499,53522,54090,50418,44749.54
7223,46426,49893,44377,40227,47729,50194,50357,48497,42427.67
7224,44473,49286,42969,39202,45368,47944,48249,47615,41158.66
7225,43723,49499,43025,38741,44421,47066,47232,48030,40593.74
7226,44317,50921,43478,38414,45073,47716,47713,49584,40705.37
7227,46017,53000,43733,38164,46664,49198,49379,53223,41137.38
7228,49354,59696,45082,37738,50663,52931,53265,61426,41529.13
7229,55354,66507,48658,38162,58157,61268,61593,68414,42819.12
7230,62799,67620,52423,41520,63616,67100,67116,70652,45634.61
7231,63996,66433,55015,45563,65686,69669,69386,70744,48934.07
7232,63783,66296,56902,48424,66101,70143,69523,71545,52012.76
7233,65124,66356,57961,49302,67963,71041,70211,72014,54007.48
7234,66224,65142,56702,50277,69154,72059,71296,71095,55510.82
7235,65364,63870,54582,48538,68507,71191,70131,69237,54399.39
7236,64690,62589,52480,45760,67631,70412,69490,67457,52206.04
7237,63854,61329,51586,44314,66408,69421,68958,66154,51071.27
7238,63629,60687,50784,45123,64908,68769,68476,65415,50166.34
7239,63555,61910,52473,46878,63773,68444,68235,65880,50774.91
7240,67590,66504,57005,52428,66632,72471,71902,68477,55627.3
7241,68382,66935,56666,54985,67537,73130,72336,67606,57329.29
7242,65994,62833,52808,53944,65677,70721,70374,63440,55622.02
7243,62227,59234,50041,51642,61900,66197,66262,59505,52907.42
7244,58741,57090,48534,49793,57389,62149,62202,56068,51118.94
7245,55410,52908,44961,49655,53292,58266,58590,52115,49888.86
7246,50168,49324,41229,46741,48925,53285,53623,48438,46943.81
7247,46115,48264,38633,44530,45979,49684,50249,46182,44819.5
7248,44130,47482,36356,43300,44283,47455,48167,44937,43566.4
7249,43197,47169,36711,42765,43744,46505,47297,44759,43153.35
7250,43917,47395,37037,43171,44502,47124,47902,45294,43558.44
7251,45636,47022,37359,44495,46097,48678,49539,45721,45002.52
7252,48743,47206,37240,48177,49358,52391,53424,47391,47786.14
7253,55711,50357,37968,56898,56664,60751,61635,51056,53317.24
7254,61082,53144,40651,63081,61622,66634,67195,54396,57888.13
7255,63163,55251,44321,65764,63499,69126,69834,56934,60623.4
7256,62916,56657,46846,67549,64051,69879,70148,58248,61756.93
7257,63346,57103,48812,68444,65558,70881,70714,59000,62267.47
7258,63990,56273,51101,69154,67261,71981,71115,57763,62855.94
7259,62430,54601,50192,68071,66274,71038,69606,56030,62802.07
7260,60754,53182,47989,67252,65830,70388,68003,54413,62124.6
7261,59324,52452,46496,66876,64238,69303,66447,53279,61220.27
7262,58790,52315,46414,66043,62823,68456,65683,53043,60460.74
7263,59536,54129,47659,65411,61757,68097,66312,54751,60417.93
7264,64375,58064,53158,68287,65188,71792,70194,58710,64052.74
7265,65497,57814,55097,68540,66061,72247,70640,58479,64750.66
7266,63079,54084,52971,66433,64766,70175,68181,54811,62826.49
7267,58833,51252,50339,62477,60857,65645,63698,51889,59204.44
7268,55689,50449,48362,58570,57314,61244,59808,50134,56043.65
7269,53467,46684,46930,55483,53984,57268,56670,47045,53368.96
7270,49267,43668,43384,50830,49582,52428,52255,43766,49951.07
7271,45785,41927,40485,47481,46534,48663,48522,41701,46874.31
7272,43669,41029,38804,45611,44743,46528,46169,40426,45032.22
7273,42680,40682,38448,44519,44019,45534,45105,40091,44046.74
7274,42491,41698,39079,44855,44744,45838,45137,40150,44014.24
7275,43063,41748,40831,45775,45827,47431,45556,40485,44394.27
7276,42636,41362,43760,48865,48292,50782,45974,40608,44248.6
7277,42358,41225,49714,56889,54692,57853,47287,41569,44364.53
7278,44721,43381,54801,63757,59396,63114,50320,43967,45778.56
7279,48440,46080,57985,66243,61439,65924,53455,47323,49064.05
7280,50666,48128,59242,66877,61781,66549,55375,49970,51605.16
7281,51756,49828,60434,67925,63570,67645,56276,51363,53329.65
7282,52859,51834,62087,68563,64417,68432,56473,53041,55185.73
7283,51918,50727,61291,68463,63800,67318,55076,51885,54822.21
7284,50423,48368,59501,68156,62981,65452,53177,49782,53148.63
7285,49264,47113,58085,67058,61833,63837,51954,48330,51852.58
7286,49361,47056,57549,66191,60793,62628,52053,47854,51545.62
7287,50480,47841,57344,65631,59937,62950,53504,49119,52532.56
7288,56456,52925,61676,68593,63463,67268,58700,54832,56760.06
7289,57139,54059,62712,68780,64373,67632,60207,56539,57509
7290,54932,52374,60487,66635,62165,65203,57862,54878,55840.13
7291,51278,49631,56407,62830,58544,61142,54287,52047,53474.9
7292,49130,48293,53310,58965,55072,57266,51861,50098,51766.65
7293,48794,47687,50610,55706,52459,54174,50542,48897,50668.55
7294,44983,43876,46159,50859,48495,49712,47182,45586,47840.04
7295,42356,41808,43258,47281,45518,45924,44092,42784,45261.09
7296,40119,41035,41735,45517,43568,43896,42066,41408,43798.97
7297,39171,41532,40670,44689,42563,42735,41007,41089,43056.72
7298,39071,42210,41253,45087,42606,42401,41036,41540,43094.02
7299,39134,43426,42358,46063,43146,42586,41369,43187,44352.96
7300,38634,43638,43573,48599,43825,42776,41308,46538,46427.21
7301,38306,46189,46258,54891,46013,43457,41208,53100,50265.93
7302,39923,49028,49181,59701,49003,45341,42824,58142,53581.36
7303,42827,50974,51577,61474,51175,48767,46287,60779,56515.05
7304,45541,52108,53411,62551,53020,51906,49170,61516,58304.72
7305,47621,52726,55243,63566,54789,53911,51285,62069,59796.11
7306,49159,54157,56880,64915,56425,55213,53328,63189,60844.34
7307,48026,53560,56395,63478,56361,54174,52661,62424,60497.19
7308,46417,52654,54771,62094,54806,52003,50705,61325,59049.87
7309,45393,51946,53176,61459,53598,50272,48935,60035,57558.42
7310,45456,52023,52477,60569,52537,49646,48200,59556,56827.8
7311,47858,53646,52780,60348,53081,50845,49593,60163,57938.92
7312,52813,58843,58083,64267,57175,56491,55716,64244,62510.06
7313,56798,60312,59808,64333,57666,58456,58259,64872,63614.2
7314,55656,59000,58042,62210,55969,56077,56786,62875,61993.31
7315,52997,55978,55069,58175,52744,52631,54341,59009,59275.19
7316,51310,53465,52546,54801,50539,50268,52506,55775,56740.1
7317,50678,51876,50972,52452,49046,48670,51580,53153,54554.95
7318,47004,47922,46628,49162,45360,45011,48071,49227,50707.03
7319,43911,45101,43291,44881,42415,41724,45346,46321,47880.35
7320,42095,44217,41558,42901,40672,39592,43919,44708,45984.37
7321,41432,43836,41229,42111,39837,38543,43561,43855,45271.99
7322,42157,44628,42105,42080,39884,38344,44321,44169,45658.13
7323,43973,46220,44136,42256,40606,38841,46546,45194,47668.34
7324,47429,49025,48635,42983,41231,39308,51192,46909,51919.07
7325,56498,57829,57643,45054,43155,39657,60662,50264,60069.01
7326,63211,64340,64404,47827,46620,41532,66400,53254,65271.18
7327,65357,66594,67035,49981,50437,45297,68768,55579,67433.3
7328,65842,67292,67488,51827,53216,48364,69243,57075,67925.48
7329,66827,68470,68770,54069,54703,50650,70244,58202,68672.64
7330,67981,69866,70071,56506,55847,52839,70864,59534,69835.12
