,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
0,0.113352,0.4610400000000001,0.215496,0.031096,0.001448,0.244104,0.18252,0.044295999999999995,0.155624,0.34533600000000003,0.17222400000000004,0.12404000000000001,0.097072,0.127816,0.051151999999999996,0.27548,0.18955200000000005,0.098736,0.025312,0.1104,0.271384,0.766464,0.026816000000000003,0.023024000000000003,0.183952,0.387144,0.16532800000000006,0.643296,0.28988800000000003,0.18095999999999998
1,0.10723200000000002,0.4548880000000001,0.222808,0.034696,0.0012,0.253352,0.199272,0.042392000000000006,0.16656800000000002,0.3337600000000001,0.16820000000000002,0.130472,0.08719199999999999,0.11768800000000001,0.056624,0.3195600000000001,0.178072,0.098184,0.03404,0.100688,0.25286400000000003,0.777768,0.02636,0.028952,0.195368,0.40996000000000005,0.179392,0.634552,0.26701600000000003,0.182664
2,0.105376,0.4525360000000001,0.22946400000000006,0.039368,0.001056,0.265048,0.221464,0.042151999999999995,0.18611200000000006,0.33964,0.16744000000000006,0.133768,0.080432,0.108704,0.06156800000000001,0.359624,0.17115999999999998,0.097976,0.036983999999999996,0.09023200000000003,0.23446399999999998,0.781104,0.02720800000000001,0.035424000000000004,0.20632000000000006,0.428312,0.19907200000000005,0.6176080000000002,0.250504,0.188808
3,0.109488,0.43572,0.240184,0.044792,0.001,0.280016,0.231568,0.035776,0.191888,0.362032,0.16427999999999998,0.132984,0.07098399999999999,0.10230399999999999,0.066312,0.3952880000000001,0.16140000000000002,0.090664,0.042216,0.07939199999999999,0.21652,0.7763760000000001,0.027312,0.040816000000000005,0.20696799999999999,0.442248,0.226888,0.5938640000000001,0.24283200000000005,0.19352000000000005
4,0.112992,0.406216,0.253952,0.050184,0.000968,0.29208,0.24404,0.032368,0.1918,0.3892560000000001,0.15955999999999998,0.130664,0.061064,0.099976,0.07184,0.430696,0.15572,0.08499200000000001,0.05180800000000001,0.072744,0.20172,0.7679840000000001,0.027856,0.044088,0.202472,0.45326400000000006,0.254472,0.563176,0.242776,0.198712
5,0.11218399999999999,0.36425599999999997,0.27235200000000004,0.055976000000000005,0.000968,0.30244000000000004,0.267728,0.034976,0.191504,0.410592,0.15611200000000006,0.12588,0.056527999999999995,0.09984,0.079424,0.4676400000000001,0.16792,0.082192,0.066232,0.07025600000000001,0.1905840000000001,0.7603200000000001,0.027944000000000004,0.043536000000000005,0.19524,0.4607040000000001,0.289048,0.52736,0.242296,0.200096
6,0.11187200000000004,0.319064,0.292488,0.058991999999999996,0.001056,0.315512,0.300584,0.041312,0.185696,0.433144,0.15527200000000002,0.116632,0.055040000000000006,0.098768,0.089864,0.508216,0.190288,0.08332800000000001,0.08312000000000001,0.072656,0.182344,0.7527680000000001,0.026192,0.04169600000000001,0.180472,0.46212,0.320544,0.5033280000000001,0.23917600000000006,0.20478400000000005
7,0.110776,0.27356,0.31621600000000005,0.05992000000000001,0.001232,0.331288,0.33585600000000004,0.048760000000000005,0.17812,0.4515280000000001,0.15853599999999998,0.106768,0.05952800000000001,0.097176,0.099696,0.5411600000000001,0.217792,0.0884,0.09709600000000003,0.07556000000000003,0.17125600000000002,0.7456,0.023872,0.03952,0.161512,0.457624,0.35444000000000003,0.472656,0.23310400000000006,0.211536
8,0.105008,0.234008,0.343488,0.056312,0.0014000000000000002,0.341656,0.3640240000000001,0.049832,0.167976,0.47200000000000003,0.161648,0.089728,0.06540800000000001,0.08794400000000001,0.101136,0.55784,0.248648,0.094152,0.101768,0.08032800000000001,0.15252000000000002,0.74064,0.020208000000000004,0.033976,0.134016,0.447112,0.371192,0.4470240000000001,0.22372000000000006,0.22133600000000006
9,0.08843999999999999,0.20575200000000005,0.377432,0.049968000000000005,0.00108,0.35018400000000005,0.40882399999999997,0.040648,0.165712,0.494928,0.15826400000000002,0.061344,0.074544,0.06828,0.091232,0.56884,0.27417600000000003,0.098944,0.101776,0.08256000000000001,0.129128,0.738592,0.013432,0.026744000000000004,0.09832,0.429672,0.371976,0.408288,0.193672,0.23702400000000004
